record_id,crop_id,farmer_id,location_id,weather_id,pest_id,disease_id,crop_name,farmer_name,location_name,weather_type,pest_name,disease_name,monitoring_date,growth_stage,soil_type,irrigation_method,pest_severity,disease_severity,crop_yield_tons_ha,temperature_c,humidity_pct,rainfall_mm,soil_ph,ndvi_index,health_score,fertilizer_kg_ha,pesticide_l_ha,farm_area_ha,water_usage_l,year,month,quarter,month_name,day_of_week,week_number,total_revenue,yield_category,health_category,pest_risk_score,disease_risk_score,combined_risk,water_efficiency
REC0230,CR010,F041,LOC010,WTH006,PST010,DIS010,Millet,Farmer_F041,Bihar,Windy,Leafhopper,Anthracnose,2023-08-14,Germination,Clay,Drip,Low,High,5.92,27.2,86.4,163.5,6.36,0.278,45.5,249.4,9.7,1.82,707.3,2023,8,3,August,Monday,33,161616.0,High,Fair,1,3,4,8.3699
REC0231,CR001,F030,LOC001,WTH007,PST001,DIS001,Wheat,Farmer_F030,Punjab,Stormy,Aphids,Blight,2023-01-08,Vegetative,Red,Canal,Critical,High,7.06,21.1,59.6,49.5,7.21,0.515,56.7,219.4,24.22,11.47,952.1,2023,1,1,January,Sunday,1,1214673.0,High,Fair,4,3,7,7.4152
REC0232,CR002,F046,LOC002,WTH008,PST002,DIS002,Rice,Farmer_F046,Haryana,Foggy,Whitefly,Rust,2023-03-14,Flowering,Silt,Canal,High,High,5.02,27.2,63.5,141.3,7.46,0.586,86.6,186.7,42.6,8.95,1384.7,2023,3,1,March,Tuesday,11,673935.0,High,Excellent,3,3,6,3.6253
REC0233,CR003,F010,LOC003,WTH001,PST003,DIS003,Maize,Farmer_F010,Up,Sunny,Thrips,Smut,2024-12-25,Germination,Sandy,Rain-Fed,Critical,High,5.54,18.8,61.8,116.0,5.02,0.296,87.7,168.8,45.15,3.21,920.3,2024,12,4,December,Wednesday,52,266751.0,High,Excellent,4,3,7,6.0198
REC0234,CR004,F028,LOC004,WTH002,PST004,DIS004,Soybean,Farmer_F028,Mp,Cloudy,Stem Borer,Powdery Mildew,2024-10-08,Vegetative,Silt,Drip,Critical,High,4.95,19.8,73.3,243.0,5.58,0.146,56.9,280.6,48.05,3.23,426.8,2024,10,4,October,Tuesday,41,239827.5,Medium,Fair,4,3,7,11.5979
REC0235,CR005,F012,LOC005,WTH003,PST005,DIS005,Cotton,Farmer_F012,Rajasthan,Rainy,Bollworm,Downy Mildew,2023-03-02,Fruiting,Clay,Drip,Critical,High,2.87,28.5,39.1,152.1,7.5,0.413,62.1,68.2,13.3,3.17,692.3,2023,3,1,March,Thursday,9,136468.5,Medium,Good,4,3,7,4.1456
REC0236,CR006,F047,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F047,Maharashtra,Humid,Locust,Leaf Spot,2023-08-23,Harvesting,Silt,Canal,Low,Medium,6.56,26.3,31.9,87.4,7.33,0.287,51.2,120.2,30.38,1.33,1296.1,2023,8,3,August,Wednesday,34,130872.0,High,Fair,1,2,3,5.0613
REC0237,CR007,F034,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F034,Gujarat,Dry,Cutworm,Root Rot,2023-03-11,Germination,Laterite,Flood,Medium,Medium,3.47,39.7,50.0,28.5,8.38,0.276,95.3,137.5,49.38,9.02,1037.5,2023,3,1,March,Saturday,10,469491.0,Medium,Excellent,2,2,4,3.3446
REC0238,CR008,F042,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F042,Karnataka,Windy,Mealybug,Mosaic Virus,2023-02-02,Germination,Loamy,Canal,High,Medium,1.67,24.8,75.8,37.8,7.66,0.868,38.3,245.6,77.59,12.69,1045.9,2023,2,1,February,Thursday,5,317884.5,Low,Poor,3,2,5,1.5967
REC0239,CR009,F018,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F018,Ap,Stormy,Armyworm,Wilt,2023-12-05,Fruiting,Red,Flood,Low,Low,6.02,30.7,43.1,56.3,8.33,0.593,95.4,298.1,58.21,0.75,1326.9,2023,12,4,December,Tuesday,49,67725.0,High,Excellent,1,1,2,4.5369
REC0240,CR010,F040,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F040,Bihar,Foggy,Leafhopper,Anthracnose,2023-03-14,Fruiting,Red,Drip,High,Critical,,32.1,73.8,62.7,7.46,0.546,77.9,110.2,73.81,1.21,1362.2,2023,3,1,March,Tuesday,11,,,Good,3,4,7,
REC0241,CR001,F035,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F035,Punjab,Sunny,Aphids,Blight,2024-06-10,Flowering,Laterite,Canal,Low,High,8.08,15.4,93.0,212.7,6.04,0.433,67.2,268.6,60.98,8.81,1395.7,2024,6,2,June,Monday,24,1067772.0,Very High,Good,1,3,4,5.7892
REC0242,CR002,F050,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F050,Haryana,Cloudy,Whitefly,Rust,2023-09-01,Harvesting,Clay,Rain-Fed,Medium,Medium,8.18,32.9,36.1,140.3,5.37,0.443,32.3,257.7,47.34,12.38,323.3,2023,9,3,September,Friday,35,1519026.0,Very High,Poor,2,2,4,25.3016
REC0243,CR003,F031,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F031,Up,Rainy,Thrips,Smut,2023-10-13,Harvesting,Sandy,Sprinkler,Medium,Low,7.9,19.8,73.7,130.8,7.74,0.533,63.3,106.2,15.36,5.24,907.4,2023,10,4,October,Friday,41,620940.0,Very High,Good,2,1,3,8.7062
REC0244,CR004,F030,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F030,Mp,Humid,Stem Borer,Powdery Mildew,2024-11-16,Germination,Sandy,Drip,High,Critical,4.09,40.9,58.8,28.7,7.25,0.657,58.5,149.8,53.33,5.57,1162.7,2024,11,4,November,Saturday,46,341719.5,Medium,Fair,3,4,7,3.5177
REC0245,CR005,F028,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F028,Rajasthan,Dry,Bollworm,Downy Mildew,2024-05-12,Fruiting,Black,Drip,Critical,High,,19.0,86.4,215.0,5.17,0.662,41.3,152.4,49.87,9.15,1184.0,2024,5,2,May,Sunday,19,,,Fair,4,3,7,
REC0246,CR006,F047,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F047,Maharashtra,Windy,Locust,Leaf Spot,2023-08-08,Harvesting,Alluvial,Canal,Low,High,8.0,26.2,41.5,180.7,6.26,0.237,75.9,294.6,48.2,4.48,988.7,2023,8,3,August,Tuesday,32,537600.0,Very High,Good,1,3,4,8.0914
REC0247,CR007,F038,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F038,Gujarat,Stormy,Cutworm,Root Rot,2024-07-06,Vegetative,Laterite,Sprinkler,High,Critical,4.5,17.3,75.0,16.9,8.35,0.5,98.0,95.2,39.18,0.89,416.8,2024,7,3,July,Saturday,27,60075.0,Medium,Excellent,3,4,7,10.7965
REC0248,CR008,F018,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F018,Karnataka,Foggy,Mealybug,Mosaic Virus,2023-05-16,Harvesting,Alluvial,Sprinkler,Critical,Critical,8.27,41.9,84.5,177.0,6.75,0.43,69.4,249.8,42.29,11.16,1236.6,2023,5,2,May,Tuesday,20,1384398.0,Very High,Good,4,4,8,6.6877
REC0249,CR009,F021,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F021,Ap,Sunny,Armyworm,Wilt,2024-08-07,Germination,Alluvial,Sprinkler,Medium,Critical,8.25,28.6,91.4,135.9,6.51,0.796,80.0,133.5,26.76,9.57,1136.1,2024,8,3,August,Wednesday,32,1184287.5,Very High,Good,2,4,6,7.2617
REC0250,CR010,F016,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F016,Bihar,Cloudy,Leafhopper,Anthracnose,2024-08-13,Harvesting,Sandy,Canal,Low,Low,7.47,31.1,74.4,20.4,6.6,0.605,34.8,232.7,41.55,8.92,312.0,2024,8,3,August,Tuesday,33,999486.0,High,Poor,1,1,2,23.9423
REC0251,CR001,F006,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F006,Punjab,Rainy,Aphids,Blight,2024-04-29,Flowering,Clay,Canal,Medium,Medium,3.56,16.8,62.3,114.6,5.73,0.526,59.2,155.0,15.8,11.25,803.0,2024,4,2,April,Monday,18,600750.0,Medium,Fair,2,2,4,4.4334
REC0252,CR002,F018,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F018,Haryana,Humid,Whitefly,Rust,2023-09-06,Fruiting,Red,Flood,Low,High,4.2,35.2,70.2,121.2,6.29,0.192,38.1,194.6,64.41,10.29,426.2,2023,9,3,September,Wednesday,36,648270.0,Medium,Poor,1,3,4,9.8545
REC0253,CR003,F029,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F029,Up,Dry,Thrips,Smut,2024-04-29,Germination,Sandy,Flood,Critical,Medium,7.46,20.7,86.5,41.4,6.29,0.585,72.9,258.2,14.86,3.49,638.7,2024,4,2,April,Monday,18,390531.0,High,Good,4,2,6,11.68
REC0254,CR004,F016,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F016,Mp,Windy,Stem Borer,Powdery Mildew,2024-02-21,Germination,Laterite,Flood,Low,Critical,3.72,39.2,67.1,236.4,5.18,0.194,95.7,251.0,6.8,5.61,223.5,2024,2,1,February,Wednesday,8,313038.0,Medium,Excellent,1,4,5,16.6443
REC0255,CR005,F049,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F049,Rajasthan,Stormy,Bollworm,Downy Mildew,2023-07-14,Fruiting,Laterite,Rain-Fed,Critical,High,2.69,20.5,32.0,212.5,7.69,0.37,76.3,266.6,34.9,2.33,720.4,2023,7,3,July,Friday,28,94015.5,Medium,Good,4,3,7,3.734
REC0256,CR006,F030,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F030,Maharashtra,Foggy,Locust,Leaf Spot,2023-04-07,Fruiting,Red,Drip,Low,High,5.4,20.1,90.5,167.3,6.46,0.214,35.4,64.9,52.66,2.38,914.8,2023,4,2,April,Friday,14,192780.0,High,Poor,1,3,4,5.9029
REC0257,CR007,F037,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F037,Gujarat,Sunny,Cutworm,Root Rot,2023-04-10,Fruiting,Clay,Flood,High,Medium,8.05,16.0,74.8,115.6,7.88,0.654,54.8,223.0,35.02,10.3,1005.5,2023,4,2,April,Monday,15,1243725.0,Very High,Fair,3,2,5,8.006
REC0258,CR008,F040,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F040,Karnataka,Cloudy,Mealybug,Mosaic Virus,2024-11-05,Germination,Clay,Rain-Fed,Medium,Medium,6.37,27.7,74.0,102.9,7.98,0.265,68.5,85.0,22.14,12.95,1062.5,2024,11,4,November,Tuesday,45,1237372.5,High,Good,2,2,4,5.9953
REC0259,CR009,F043,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F043,Ap,Rainy,Armyworm,Wilt,2024-03-17,Fruiting,Clay,Rain-Fed,Low,High,5.49,30.3,44.0,162.7,5.74,0.413,58.2,154.0,44.65,14.46,1287.2,2024,3,1,March,Sunday,11,1190781.0,High,Fair,1,3,4,4.2651
REC0260,CR010,F025,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F025,Bihar,Humid,Leafhopper,Anthracnose,2023-12-29,Fruiting,Alluvial,Canal,Low,Low,2.18,16.8,72.8,136.4,7.3,0.817,88.4,187.1,27.76,9.61,480.1,2023,12,4,December,Friday,52,314247.0,Low,Excellent,1,1,2,4.5407
REC0261,CR001,F022,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F022,Punjab,Dry,Aphids,Blight,2024-03-09,Germination,Loamy,Sprinkler,Medium,Critical,5.81,35.9,55.6,15.6,6.65,0.263,87.0,150.7,74.63,3.17,356.6,2024,3,1,March,Saturday,10,276265.5,High,Excellent,2,4,6,16.2928
REC0262,CR002,F002,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F002,Haryana,Windy,Whitefly,Rust,2024-02-25,Germination,Sandy,Sprinkler,Low,Medium,,27.2,72.3,128.1,8.08,0.506,72.8,179.9,73.81,2.03,1307.0,2024,2,1,February,Sunday,8,,,Good,1,2,3,
REC0263,CR003,F032,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F032,Up,Stormy,Thrips,Smut,2024-04-23,Flowering,Clay,Flood,Medium,High,2.48,29.2,36.9,201.6,5.76,0.435,56.1,299.1,40.19,12.29,403.6,2024,4,2,April,Tuesday,17,457188.0,Low,Fair,2,3,5,6.1447
REC0264,CR004,F021,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F021,Mp,Foggy,Stem Borer,Powdery Mildew,2023-02-25,Harvesting,Black,Drip,Critical,Medium,5.13,26.9,72.8,114.8,7.37,0.114,47.9,83.8,26.23,8.89,1467.2,2023,2,1,February,Saturday,8,684085.5,High,Fair,4,2,6,3.4965
REC0265,CR005,F012,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F012,Rajasthan,Sunny,Bollworm,Downy Mildew,2024-11-20,Vegetative,Clay,Drip,High,High,7.64,25.8,95.0,13.0,7.13,0.734,37.4,218.9,58.97,9.47,1295.3,2024,11,4,November,Wednesday,47,1085262.0,Very High,Poor,3,3,6,5.8982
REC0266,CR006,F032,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F032,Maharashtra,Cloudy,Locust,Leaf Spot,2024-10-31,Germination,Clay,Drip,High,Low,6.69,30.1,33.1,196.6,6.03,0.155,54.8,149.0,2.94,11.83,851.1,2024,10,4,October,Thursday,44,1187140.5,High,Fair,3,1,4,7.8604
REC0267,CR007,F014,LOC007,WTH003,PST007,DIS007,Potato,Farmer_F014,Gujarat,Rainy,Cutworm,Root Rot,2024-10-23,Vegetative,Red,Rain-Fed,Medium,Medium,6.38,19.2,93.5,50.3,5.48,0.479,58.9,83.3,37.98,10.7,1475.8,2024,10,4,October,Wednesday,43,1023990.0,High,Fair,2,2,4,4.3231
REC0268,CR008,F023,LOC008,WTH004,PST008,DIS008,Tomato,Farmer_F023,Karnataka,Humid,Mealybug,Mosaic Virus,2023-04-11,Flowering,Silt,Rain-Fed,High,High,6.42,19.9,56.4,64.7,7.28,0.549,77.3,89.7,26.91,12.6,326.6,2023,4,2,April,Tuesday,15,1213380.0,High,Good,3,3,6,19.6571
REC0269,CR009,F017,LOC009,WTH005,PST009,DIS009,Barley,Farmer_F017,Ap,Dry,Armyworm,Wilt,2023-03-04,Harvesting,Red,Rain-Fed,Medium,Medium,4.02,38.3,86.6,41.2,7.59,0.603,76.1,287.3,73.64,1.32,594.0,2023,3,1,March,Saturday,9,79596.0,Medium,Good,2,2,4,6.7677
REC0270,CR010,F022,LOC010,WTH006,PST010,DIS010,Millet,Farmer_F022,Bihar,Windy,Leafhopper,Anthracnose,2024-02-17,Harvesting,Black,Canal,High,High,3.56,40.5,80.9,82.6,6.1,0.651,34.9,269.9,0.96,11.34,1029.7,2024,2,1,February,Saturday,7,605556.0,Medium,Poor,3,3,6,3.4573
REC0271,CR001,F018,LOC001,WTH007,PST001,DIS001,Wheat,Farmer_F018,Punjab,Stormy,Aphids,Blight,2023-12-14,Harvesting,Sandy,Rain-Fed,Low,Critical,7.17,25.1,66.9,189.2,7.26,0.303,57.7,276.8,44.23,12.84,655.0,2023,12,4,December,Thursday,50,1380942.0,High,Fair,1,4,5,10.9466
REC0272,CR002,F039,LOC002,WTH008,PST002,DIS002,Rice,Farmer_F039,Haryana,Foggy,Whitefly,Rust,2023-04-22,Flowering,Black,Drip,Low,High,7.17,22.3,78.0,129.8,6.38,0.108,42.7,297.9,59.25,4.65,1406.9,2023,4,2,April,Saturday,16,500107.5,High,Fair,1,3,4,5.0963
REC0273,CR003,F045,LOC003,WTH001,PST003,DIS003,Maize,Farmer_F045,Up,Sunny,Thrips,Smut,2023-09-12,Fruiting,Silt,Drip,High,High,7.57,32.4,87.1,51.2,7.5,0.679,41.0,102.1,38.8,9.79,285.3,2023,9,3,September,Tuesday,37,1111654.5,Very High,Fair,3,3,6,26.5335
REC0274,CR004,F018,LOC004,WTH002,PST004,DIS004,Soybean,Farmer_F018,Mp,Cloudy,Stem Borer,Powdery Mildew,2023-07-16,Harvesting,Black,Sprinkler,Critical,High,,26.0,56.3,219.5,5.7,0.529,87.9,138.9,6.83,5.06,914.2,2023,7,3,July,Sunday,28,,,Excellent,4,3,7,
REC0275,CR005,F036,LOC005,WTH003,PST005,DIS005,Cotton,Farmer_F036,Rajasthan,Rainy,Bollworm,Downy Mildew,2023-07-14,Harvesting,Clay,Drip,High,High,5.08,15.7,51.3,219.9,8.12,0.769,32.9,217.3,77.8,14.39,968.1,2023,7,3,July,Friday,28,1096518.0,High,Poor,3,3,6,5.2474
REC0276,CR006,F001,LOC006,WTH004,PST006,DIS006,Sugarcane,Farmer_F001,Maharashtra,Humid,Locust,Leaf Spot,2024-07-03,Flowering,Black,Rain-Fed,Low,Critical,5.01,19.2,73.4,217.6,6.01,0.757,59.3,171.0,41.44,0.98,1048.5,2024,7,3,July,Wednesday,27,73647.0,High,Fair,1,4,5,4.7783
REC0277,CR007,F034,LOC007,WTH005,PST007,DIS007,Potato,Farmer_F034,Gujarat,Dry,Cutworm,Root Rot,2024-04-04,Fruiting,Sandy,Rain-Fed,High,Low,7.09,34.3,82.5,59.7,6.29,0.775,41.8,154.6,49.13,8.91,532.4,2024,4,2,April,Thursday,14,947578.5,High,Fair,3,1,4,13.3171
REC0278,CR008,F013,LOC008,WTH006,PST008,DIS008,Tomato,Farmer_F013,Karnataka,Windy,Mealybug,Mosaic Virus,2023-05-24,Harvesting,Clay,Flood,Low,Critical,6.05,32.8,79.5,112.8,5.2,0.488,91.6,139.5,18.93,2.91,673.9,2023,5,2,May,Wednesday,21,264082.5,High,Excellent,1,4,5,8.9776
REC0279,CR009,F006,LOC009,WTH007,PST009,DIS009,Barley,Farmer_F006,Ap,Stormy,Armyworm,Wilt,2024-03-08,Harvesting,Clay,Canal,Critical,Low,6.41,15.7,81.9,246.2,5.39,0.367,69.0,198.4,38.68,10.83,1296.8,2024,3,1,March,Friday,10,1041304.5,High,Good,4,1,5,4.9429
REC0280,CR010,F016,LOC010,WTH008,PST010,DIS010,Millet,Farmer_F016,Bihar,Foggy,Leafhopper,Anthracnose,2023-07-07,Fruiting,Clay,Drip,Critical,Low,7.07,21.0,58.3,193.0,6.81,0.733,46.2,193.9,34.33,3.05,453.4,2023,7,3,July,Friday,27,323452.5,High,Fair,4,1,5,15.5933
REC0281,CR001,F047,LOC001,WTH001,PST001,DIS001,Wheat,Farmer_F047,Punjab,Sunny,Aphids,Blight,2023-10-13,Germination,Red,Canal,High,Critical,7.73,21.2,83.2,6.8,5.94,0.461,65.2,90.4,5.99,3.91,1274.9,2023,10,4,October,Friday,41,453364.5,Very High,Good,3,4,7,6.0632
REC0282,CR002,F027,LOC002,WTH002,PST002,DIS002,Rice,Farmer_F027,Haryana,Cloudy,Whitefly,Rust,2024-04-18,Germination,Loamy,Drip,Low,Medium,3.87,33.1,37.8,16.3,7.92,0.247,81.2,167.9,8.49,7.67,931.5,2024,4,2,April,Thursday,16,445243.5,Medium,Excellent,1,2,3,4.1546
REC0283,CR003,F032,LOC003,WTH003,PST003,DIS003,Maize,Farmer_F032,Up,Rainy,Thrips,Smut,2023-09-13,Harvesting,Loamy,Sprinkler,Critical,Low,4.13,15.5,65.4,116.0,5.05,0.784,97.1,188.4,67.0,13.77,1190.8,2023,9,3,September,Wednesday,37,853051.5,Medium,Excellent,4,1,5,3.4683
REC0284,CR004,F036,LOC004,WTH004,PST004,DIS004,Soybean,Farmer_F036,Mp,Humid,Stem Borer,Powdery Mildew,2023-03-19,Vegetative,Sandy,Sprinkler,Medium,Critical,2.16,17.8,30.4,227.3,6.33,0.806,45.4,192.6,19.19,3.57,1127.7,2023,3,1,March,Sunday,11,115668.0,Low,Fair,2,4,6,1.9154
REC0285,CR005,F049,LOC005,WTH005,PST005,DIS005,Cotton,Farmer_F049,Rajasthan,Dry,Bollworm,Downy Mildew,2024-03-29,Fruiting,Loamy,Canal,High,High,5.55,36.6,51.1,134.7,6.18,0.473,92.0,102.5,15.6,2.59,469.8,2024,3,1,March,Friday,13,215617.5,High,Excellent,3,3,6,11.8135
REC0286,CR006,F016,LOC006,WTH006,PST006,DIS006,Sugarcane,Farmer_F016,Maharashtra,Windy,Locust,Leaf Spot,2024-07-17,Fruiting,Black,Rain-Fed,Medium,Critical,1.75,19.8,53.8,124.5,5.07,0.161,95.4,235.6,40.39,11.51,939.5,2024,7,3,July,Wednesday,29,302137.5,Low,Excellent,2,4,6,1.8627
REC0287,CR007,F045,LOC007,WTH007,PST007,DIS007,Potato,Farmer_F045,Gujarat,Stormy,Cutworm,Root Rot,2023-04-11,Vegetative,Silt,Flood,High,Low,4.76,32.6,55.8,26.4,5.44,0.41,94.1,56.3,61.5,7.76,1328.0,2023,4,2,April,Tuesday,15,554064.0,Medium,Excellent,3,1,4,3.5843
REC0288,CR008,F031,LOC008,WTH008,PST008,DIS008,Tomato,Farmer_F031,Karnataka,Foggy,Mealybug,Mosaic Virus,2023-02-21,Fruiting,Alluvial,Drip,Low,Medium,5.3,21.4,75.2,164.2,6.45,0.743,74.5,138.7,4.96,13.72,761.8,2023,2,1,February,Tuesday,8,1090740.0,High,Good,1,2,3,6.9572
REC0289,CR009,F042,LOC009,WTH001,PST009,DIS009,Barley,Farmer_F042,Ap,Sunny,Armyworm,Wilt,2024-10-29,Flowering,Loamy,Drip,Low,Medium,3.51,17.7,55.3,205.5,6.73,0.821,74.1,245.1,46.14,2.63,1456.6,2024,10,4,October,Tuesday,44,138469.5,Medium,Good,1,2,3,2.4097
REC0290,CR010,F046,LOC010,WTH002,PST010,DIS010,Millet,Farmer_F046,Bihar,Cloudy,Leafhopper,Anthracnose,2024-07-07,Fruiting,Laterite,Flood,Medium,Medium,,21.6,59.2,95.1,6.42,0.263,58.2,191.0,9.54,9.87,787.9,2024,7,3,July,Sunday,27,,,Fair,2,2,4,
REC0291,CR001,F032,LOC001,WTH003,PST001,DIS001,Wheat,Farmer_F032,Punjab,Rainy,Aphids,Blight,2023-01-16,Fruiting,Black,Canal,Low,High,1.71,34.5,45.4,193.9,6.86,0.154,82.7,115.3,2.92,3.88,385.6,2023,1,1,January,Monday,3,99522.0,Low,Excellent,1,3,4,4.4346
REC0292,CR002,F029,LOC002,WTH004,PST002,DIS002,Rice,Farmer_F029,Haryana,Humid,Whitefly,Rust,2023-04-06,Fruiting,Black,Canal,Low,Critical,1.76,38.1,54.3,241.1,7.08,0.802,67.2,223.7,4.22,2.77,706.3,2023,4,2,April,Thursday,14,73128.0,Low,Good,1,4,5,2.4919
REC0293,CR003,F002,LOC003,WTH005,PST003,DIS003,Maize,Farmer_F002,Up,Dry,Thrips,Smut,2023-08-31,Germination,Laterite,Drip,Low,Critical,7.26,37.4,44.8,50.9,5.03,0.412,77.4,191.8,66.73,10.41,1437.2,2023,8,3,August,Thursday,35,1133649.0,High,Good,1,4,5,5.0515
REC0294,CR004,F006,LOC004,WTH006,PST004,DIS004,Soybean,Farmer_F006,Mp,Windy,Stem Borer,Powdery Mildew,2023-06-20,Flowering,Silt,Sprinkler,Medium,Medium,4.02,25.7,34.8,130.8,6.62,0.533,60.0,249.1,9.44,9.11,615.6,2023,6,2,June,Tuesday,25,549333.0,Medium,Fair,2,2,4,6.5302
REC0295,CR005,F019,LOC005,WTH007,PST005,DIS005,Cotton,Farmer_F019,Rajasthan,Stormy,Bollworm,Downy Mildew,2024-02-21,Fruiting,Alluvial,Flood,Low,High,2.39,33.0,69.2,71.8,8.37,0.874,81.2,233.8,3.61,11.44,1328.5,2024,2,1,February,Wednesday,8,410124.0,Low,Excellent,1,3,4,1.799
REC0296,CR006,F015,LOC006,WTH008,PST006,DIS006,Sugarcane,Farmer_F015,Maharashtra,Foggy,Locust,Leaf Spot,2024-05-12,Flowering,Black,Drip,Critical,Medium,5.16,20.5,73.4,198.2,6.82,0.153,87.7,202.5,35.03,4.99,1345.6,2024,5,2,May,Sunday,19,386226.0,High,Excellent,4,2,6,3.8347
REC0297,CR007,F026,LOC007,WTH001,PST007,DIS007,Potato,Farmer_F026,Gujarat,Sunny,Cutworm,Root Rot,2024-05-07,Flowering,Laterite,Sprinkler,High,Low,6.89,22.9,70.3,144.4,7.37,0.619,40.3,172.0,67.52,7.0,655.2,2024,5,2,May,Tuesday,19,723450.0,High,Fair,3,1,4,10.5159
REC0298,CR008,F045,LOC008,WTH002,PST008,DIS008,Tomato,Farmer_F045,Karnataka,Cloudy,Mealybug,Mosaic Virus,2023-08-07,Flowering,Sandy,Canal,Critical,Critical,3.01,39.2,60.1,158.6,6.09,0.159,88.3,83.3,20.99,6.38,308.2,2023,8,3,August,Monday,32,288057.0,Medium,Excellent,4,4,8,9.7664
REC0299,CR009,F016,LOC009,WTH003,PST009,DIS009,Barley,Farmer_F016,Ap,Rainy,Armyworm,Wilt,2024-02-15,Vegetative,Loamy,Sprinkler,Medium,High,5.86,15.4,54.7,199.5,7.71,0.4,67.8,115.3,33.74,14.77,1141.9,2024,2,1,February,Thursday,7,1298283.0,High,Good,2,3,5,5.1318
REC0300,CR010,F020,LOC010,WTH004,PST010,DIS010,Millet,Farmer_F020,Bihar,Humid,Leafhopper,Anthracnose,2023-03-02,Fruiting,Clay,Rain-Fed,Medium,Medium,2.1,17.3,86.1,99.0,7.71,0.743,89.1,154.8,3.19,4.74,605.0,2023,3,1,March,Thursday,9,149310.0,Low,Excellent,2,2,4,3.4711
REC0301,CR001,F043,LOC001,WTH005,PST001,DIS001,Wheat,Farmer_F043,Punjab,Dry,Aphids,Blight,2023-06-18,Germination,Laterite,Drip,Low,High,1.86,20.6,63.7,228.8,6.82,0.447,60.2,199.8,35.93,4.77,1217.8,2023,6,2,June,Sunday,24,133083.0,Low,Good,1,3,4,1.5273
REC0302,CR002,F038,LOC002,WTH006,PST002,DIS002,Rice,Farmer_F038,Haryana,Windy,Whitefly,Rust,2024-01-24,Germination,Alluvial,Flood,Critical,Low,5.22,15.7,61.1,133.3,8.42,0.898,56.5,178.4,46.21,5.64,775.5,2024,1,1,January,Wednesday,4,441612.0,High,Fair,4,1,5,6.7311
REC0303,CR003,F024,LOC003,WTH007,PST003,DIS003,Maize,Farmer_F024,Up,Stormy,Thrips,Smut,2023-01-03,Germination,Laterite,Sprinkler,Medium,Low,5.28,19.9,31.7,39.5,5.44,0.547,94.1,122.0,45.67,8.69,830.8,2023,1,1,January,Tuesday,1,688248.0,High,Excellent,2,1,3,6.3553
REC0304,CR004,F031,LOC004,WTH008,PST004,DIS004,Soybean,Farmer_F031,Mp,Foggy,Stem Borer,Powdery Mildew,2024-02-04,Germination,Laterite,Canal,High,Critical,5.96,30.7,52.2,174.0,5.06,0.357,47.6,51.6,26.59,4.16,1211.3,2024,2,1,February,Sunday,5,371904.0,High,Fair,3,4,7,4.9203
REC0305,CR005,F036,LOC005,WTH001,PST005,DIS005,Cotton,Farmer_F036,Rajasthan,Sunny,Bollworm,Downy Mildew,2023-09-29,Fruiting,Silt,Sprinkler,Medium,High,6.58,26.4,54.7,198.3,7.7,0.276,89.1,174.1,25.24,13.77,697.1,2023,9,3,September,Friday,39,1359099.0,High,Excellent,2,3,5,9.4391
REC0306,CR006,F034,LOC006,WTH002,PST006,DIS006,Sugarcane,Farmer_F034,Maharashtra,Cloudy,Locust,Leaf Spot,2024-04-10,Germination,Red,Canal,Critical,Medium,,39.1,55.9,79.2,7.83,0.38,63.9,121.4,8.53,4.35,776.1,2024,4,2,April,Wednesday,15,,,Good,4,2,6,
